,AP_NAME,Airport,Arrival Cancellations,Arrival Diversions,Departure Cancellations,Departure Diversions,Latitude,Longitude,average airborne delay,average airport departure delay,average block delay,average gate arrival delay,average taxi in delay,average taxi out delay,average_gate_departure_delay,average_taxi_out_time,percent on-time airport departures,percent on-time gate arrivals,percent on-time gate departures
286,ONTARIO INTL,ONT,214.0,26.0,234.0,30.0,34.056,-117.601194,1.11,16.13,1.56,10.51,0.52,2.14,14.62,9.73,0.7306,0.792,0.753
287,ONTARIO INTL,ONT,200.0,18.0,227.0,31.0,34.056,-117.601194,1.12,15.83,1.5,10.38,0.45,1.81,14.72,9.65,0.7421,0.7904,0.7561
288,ONTARIO INTL,ONT,177.0,9.0,213.0,25.0,34.056,-117.601194,1.19,14.94,1.33,9.61,0.45,1.92,13.86,9.88,0.7554,0.8086,0.7698
289,ONTARIO INTL,ONT,338.0,35.0,338.0,56.0,34.056,-117.601194,1.13,17.07,2.11,11.28,0.74,2.8,15.22,10.91,0.7122,0.787,0.7421
290,ONTARIO INTL,ONT,441.0,68.0,471.0,63.0,34.056,-117.601194,1.66,15.35,2.21,11.05,0.77,3.15,13.2,11.28,0.7229,0.7927,0.7602
291,ONTARIO INTL,ONT,404.0,44.0,408.0,36.0,34.056,-117.601194,1.85,16.15,2.81,11.08,0.88,3.06,13.85,10.96,0.6991,0.7822,0.7384
292,ONTARIO INTL,ONT,319.0,51.0,355.0,34.0,34.056,-117.601194,2.04,14.66,2.77,11.11,1.04,2.92,12.5,10.23,0.7241,0.777,0.7557
293,ONTARIO INTL,ONT,338.0,52.0,379.0,54.0,34.056,-117.601194,1.72,14.25,2.39,9.88,0.77,2.63,12.33,9.78,0.7488,0.8078,0.7729
294,BOB HOPE,BUR,403.0,39.0,427.0,36.0,34.200667,-118.358667,2.05,12.58,1.84,12.19,0.52,1.95,11.3,10.86,0.7613,0.7657,0.7821
295,BOB HOPE,BUR,386.0,8.0,399.0,30.0,34.200667,-118.358667,1.73,11.44,1.62,10.14,0.51,1.87,10.2,10.77,0.7889,0.8009,0.8072
296,BOB HOPE,BUR,456.0,40.0,488.0,33.0,34.200667,-118.358667,1.81,10.16,1.56,8.8,0.59,2.09,8.88,10.94,0.8173,0.8249,0.8369
297,BOB HOPE,BUR,426.0,66.0,493.0,76.0,34.200667,-118.358667,2.07,10.81,2.06,10.38,0.59,2.07,9.6,10.95,0.7992,0.7949,0.8194
298,BOB HOPE,BUR,444.0,46.0,465.0,124.0,34.200667,-118.358667,2.02,11.16,1.74,9.96,0.66,1.89,9.99,10.76,0.7926,0.8027,0.8092
299,BOB HOPE,BUR,390.0,47.0,412.0,115.0,34.200667,-118.358667,2.4,9.19,1.73,8.61,0.57,1.72,8.3,10.9,0.8302,0.8305,0.8419
300,BOB HOPE,BUR,507.0,56.0,535.0,141.0,34.200667,-118.358667,2.29,12.24,2.16,10.9,0.71,2.24,10.78,11.6,0.772,0.7942,0.7948
301,BOB HOPE,BUR,477.0,34.0,517.0,288.0,34.200667,-118.358667,2.8,13.86,2.52,11.99,0.69,2.74,11.79,11.89,0.7448,0.7707,0.7804
302,BOB HOPE,BUR,400.0,69.0,427.0,217.0,34.200667,-118.358667,2.57,13.5,2.63,11.79,0.58,2.74,11.4,11.56,0.7414,0.7631,0.7762
303,BOB HOPE,BUR,235.0,19.0,285.0,110.0,34.200667,-118.358667,2.66,13.47,2.89,12.56,0.89,2.73,11.33,10.93,0.7435,0.747,0.7733
304,BOB HOPE,BUR,260.0,23.0,263.0,98.0,34.200667,-118.358667,2.55,12.78,2.33,11.73,0.58,2.12,11.33,10.28,0.7637,0.7703,0.7792
305,OXNARD,OXR,8.0,0.0,10.0,0.0,34.200806,-119.207222,1.42,6.52,2.31,7.65,0.55,0.86,6.21,8.69,0.8545,0.8492,0.8628
306,OXNARD,OXR,24.0,0.0,27.0,0.0,34.200806,-119.207222,1.43,6.29,1.53,6.33,0.43,1.35,5.92,9.33,0.8739,0.8763,0.8757
307,OXNARD,OXR,20.0,0.0,20.0,1.0,34.200806,-119.207222,1.76,6.54,2.01,8.16,0.57,2.33,5.44,10.52,0.8631,0.8479,0.8838
308,OXNARD,OXR,17.0,0.0,21.0,1.0,34.200806,-119.207222,1.53,7.9,2.78,8.98,0.9,2.62,6.27,10.11,0.8488,0.8185,0.8728
309,OXNARD,OXR,44.0,1.0,51.0,2.0,34.200806,-119.207222,1.66,9.41,2.97,12.67,0.83,3.29,7.73,9.67,0.8067,0.7408,0.8323
310,OXNARD,OXR,22.0,0.0,33.0,0.0,34.200806,-119.207222,1.58,6.44,2.11,7.86,0.41,2.11,5.35,7.95,0.8696,0.8424,0.8905
311,OXNARD,OXR,37.0,0.0,43.0,0.0,34.200806,-119.207222,1.17,7.46,1.42,8.42,0.36,1.73,6.75,7.24,0.87,0.8591,0.8837
312,ALBUQUERQUE INTL SUNPORT,ABQ,274.0,37.0,315.0,66.0,35.040194,-106.609194,1.73,15.99,2.4,14.72,1.02,2.41,14.3,10.64,0.7148,0.732,0.7451
313,ALBUQUERQUE INTL SUNPORT,ABQ,212.0,46.0,232.0,62.0,35.040194,-106.609194,1.6,14.28,2.35,12.76,0.92,2.64,12.56,10.77,0.7402,0.7554,0.771
314,ALBUQUERQUE INTL SUNPORT,ABQ,181.0,60.0,237.0,65.0,35.040194,-106.609194,1.41,12.11,1.8,9.73,0.98,2.32,10.55,10.27,0.794,0.8177,0.8219
315,ALBUQUERQUE INTL SUNPORT,ABQ,294.0,61.0,345.0,77.0,35.040194,-106.609194,1.58,12.57,1.87,10.63,0.84,2.51,10.81,10.5,0.7758,0.8022,0.8072
316,ALBUQUERQUE INTL SUNPORT,ABQ,177.0,50.0,222.0,71.0,35.040194,-106.609194,1.66,11.58,1.9,10.23,0.95,2.05,10.25,9.95,0.7907,0.8047,0.8144
317,ALBUQUERQUE INTL SUNPORT,ABQ,162.0,26.0,192.0,74.0,35.040194,-106.609194,1.74,10.45,1.98,9.27,0.92,1.89,9.24,9.88,0.8147,0.8224,0.8341
318,ALBUQUERQUE INTL SUNPORT,ABQ,300.0,42.0,333.0,79.0,35.040194,-106.609194,1.82,12.32,2.79,11.48,1.03,2.41,10.79,10.41,0.7844,0.7875,0.8103
319,ALBUQUERQUE INTL SUNPORT,ABQ,304.0,45.0,366.0,107.0,35.040194,-106.609194,2.19,12.95,3.06,12.71,1.29,2.4,11.29,10.34,0.7704,0.7647,0.8005
320,ALBUQUERQUE INTL SUNPORT,ABQ,329.0,124.0,392.0,71.0,35.040194,-106.609194,2.12,12.33,2.66,11.82,0.84,2.16,10.84,9.89,0.7756,0.7746,0.7983
321,ALBUQUERQUE INTL SUNPORT,ABQ,190.0,33.0,221.0,61.0,35.040194,-106.609194,2.26,11.2,2.34,10.24,0.89,2.29,9.6,9.79,0.7922,0.8001,0.814
322,ALBUQUERQUE INTL SUNPORT,ABQ,235.0,46.0,242.0,71.0,35.040194,-106.609194,2.46,12.1,2.55,10.87,0.83,2.43,10.38,9.89,0.7809,0.7921,0.803
323,MEMPHIS INTL,MEM,378.0,38.0,445.0,53.0,35.042417,-89.976667,2.45,21.1,3.12,12.29,0.28,1.36,19.86,13.38,0.5497,0.7724,0.5771
324,MEMPHIS INTL,MEM,628.0,49.0,661.0,74.0,35.042417,-89.976667,1.97,18.32,2.4,10.02,0.36,2.43,16.35,14.35,0.6287,0.8183,0.6709
325,MEMPHIS INTL,MEM,379.0,42.0,428.0,76.0,35.042417,-89.976667,1.87,16.97,1.78,7.84,0.36,1.73,15.89,14.63,0.6309,0.8603,0.6529
326,MEMPHIS INTL,MEM,1085.0,102.0,1087.0,111.0,35.042417,-89.976667,2.18,18.58,2.44,9.64,0.49,2.14,17.04,15.2,0.6419,0.8316,0.6692
327,MEMPHIS INTL,MEM,1789.0,156.0,1670.0,197.0,35.042417,-89.976667,2.36,16.21,3.03,9.45,1.41,4.36,12.76,16.82,0.6867,0.834,0.7585
328,MEMPHIS INTL,MEM,1094.0,154.0,918.0,233.0,35.042417,-89.976667,3.03,14.65,4.52,10.34,1.78,4.61,10.94,17.24,0.7,0.8069,0.7825
329,MEMPHIS INTL,MEM,1732.0,271.0,1516.0,226.0,35.042417,-89.976667,3.27,17.01,4.99,12.12,1.97,4.93,12.9,17.72,0.6777,0.7887,0.7602
330,MEMPHIS INTL,MEM,1799.0,191.0,1583.0,212.0,35.042417,-89.976667,3.32,17.15,5.65,13.43,1.82,5.39,12.74,18.08,0.6421,0.7554,0.7396
331,MEMPHIS INTL,MEM,863.0,55.0,878.0,95.0,35.042417,-89.976667,4.07,16.09,5.72,13.0,1.93,5.39,12.01,17.43,0.6609,0.7492,0.7544
332,MEMPHIS INTL,MEM,859.0,72.0,868.0,109.0,35.042417,-89.976667,3.71,15.3,4.55,11.3,1.96,4.68,12.02,16.06,0.677,0.7797,0.7511
333,MEMPHIS INTL,MEM,700.0,101.0,749.0,87.0,35.042417,-89.976667,3.95,15.22,4.69,11.48,1.52,4.33,12.21,15.65,0.6877,0.7787,0.755
334,CHARLOTTE/DOUGLAS INTL,CLT,2145.0,214.0,1925.0,163.0,35.213741,-80.949069,3.09,15.69,2.93,10.55,3.11,4.19,12.23,16.75,0.7102,0.8166,0.7841
335,CHARLOTTE/DOUGLAS INTL,CLT,1968.0,159.0,1701.0,260.0,35.213741,-80.949069,3.36,15.41,3.6,11.02,2.86,5.18,11.37,17.79,0.7169,0.8076,0.805
336,CHARLOTTE/DOUGLAS INTL,CLT,1342.0,174.0,1097.0,194.0,35.213741,-80.949069,2.58,12.73,2.68,8.71,2.99,4.44,9.39,16.9,0.7641,0.8453,0.8348
337,CHARLOTTE/DOUGLAS INTL,CLT,2505.0,290.0,2230.0,242.0,35.213741,-80.949069,2.39,16.84,3.58,11.82,3.44,5.52,12.33,17.85,0.6927,0.7926,0.7902
338,CHARLOTTE/DOUGLAS INTL,CLT,1790.0,175.0,1616.0,217.0,35.213741,-80.949069,2.64,14.38,3.17,9.66,2.66,5.44,9.88,17.16,0.739,0.8324,0.8324
339,CHARLOTTE/DOUGLAS INTL,CLT,1331.0,165.0,1149.0,254.0,35.213741,-80.949069,2.98,16.31,3.8,10.53,1.55,7.03,10.31,18.47,0.68,0.8058,0.8175
340,CHARLOTTE/DOUGLAS INTL,CLT,2227.0,254.0,1986.0,277.0,35.213741,-80.949069,3.86,19.12,4.15,11.93,1.93,7.78,12.19,18.92,0.6276,0.7835,0.7861
341,CHARLOTTE/DOUGLAS INTL,CLT,2406.0,131.0,2170.0,288.0,35.213741,-80.949069,4.93,20.42,4.46,14.04,2.54,6.61,14.59,17.95,0.5971,0.7395,0.7296
342,CHARLOTTE/DOUGLAS INTL,CLT,1742.0,204.0,1569.0,283.0,35.213741,-80.949069,5.89,17.31,4.06,12.22,2.15,6.28,12.07,17.3,0.6602,0.7785,0.7799
343,CHARLOTTE/DOUGLAS INTL,CLT,1881.0,165.0,1715.0,196.0,35.213741,-80.949069,5.95,17.36,3.28,11.4,1.78,5.08,13.3,15.87,0.6569,0.7899,0.7481
344,CHARLOTTE/DOUGLAS INTL,CLT,1593.0,132.0,1519.0,178.0,35.213741,-80.949069,5.66,14.4,2.82,9.67,0.7,3.6,11.85,15.08,0.7225,0.8178,0.7748
345,RALEIGH-DURHAM INTL,RDU,1019.0,66.0,1156.0,82.0,35.877639,-78.787472,2.47,17.11,2.8,14.55,0.9,2.83,15.0,13.67,0.7179,0.752,0.7563
346,RALEIGH-DURHAM INTL,RDU,855.0,65.0,926.0,95.0,35.877639,-78.787472,2.25,16.86,2.74,13.8,1.28,4.14,13.8,14.42,0.7276,0.7636,0.7843
347,RALEIGH-DURHAM INTL,RDU,620.0,56.0,679.0,88.0,35.877639,-78.787472,2.16,14.05,2.11,11.53,0.93,3.15,11.89,13.58,0.7708,0.7992,0.8108
348,RALEIGH-DURHAM INTL,RDU,923.0,63.0,1020.0,99.0,35.877639,-78.787472,2.44,16.04,2.69,13.63,0.86,3.2,13.83,13.68,0.7408,0.7668,0.7824
349,RALEIGH-DURHAM INTL,RDU,1134.0,73.0,1207.0,115.0,35.877639,-78.787472,2.6,15.03,2.63,13.01,0.97,3.53,12.47,13.87,0.7516,0.7737,0.7987
350,RALEIGH-DURHAM INTL,RDU,791.0,71.0,845.0,109.0,35.877639,-78.787472,2.66,15.83,3.29,13.07,1.12,4.07,12.79,14.18,0.7486,0.7757,0.798
351,RALEIGH-DURHAM INTL,RDU,1185.0,91.0,1253.0,136.0,35.877639,-78.787472,2.83,17.59,3.79,16.46,1.34,4.08,14.46,13.82,0.7241,0.7281,0.7737
352,RALEIGH-DURHAM INTL,RDU,1400.0,81.0,1434.0,198.0,35.877639,-78.787472,2.64,18.67,3.54,17.23,1.39,3.85,15.65,13.49,0.7038,0.7127,0.7479
353,RALEIGH-DURHAM INTL,RDU,1156.0,131.0,1167.0,178.0,35.877639,-78.787472,2.47,17.55,3.55,15.98,1.16,3.76,14.76,13.08,0.7122,0.7248,0.7544
354,RALEIGH-DURHAM INTL,RDU,1269.0,91.0,1235.0,182.0,35.877639,-78.787472,2.32,15.22,3.02,13.8,1.23,3.49,12.61,12.41,0.7412,0.7541,0.7808
355,RALEIGH-DURHAM INTL,RDU,1559.0,105.0,1597.0,139.0,35.877639,-78.787472,2.39,15.22,3.47,14.07,1.17,3.27,13.02,12.25,0.7437,0.7482,0.7774
356,MC CARRAN INTL,LAS,1035.0,159.0,1115.0,266.0,36.080056,-115.15225,1.71,17.47,2.89,13.47,1.77,3.35,14.77,13.61,0.6887,0.7643,0.7394
357,MC CARRAN INTL,LAS,726.0,156.0,777.0,274.0,36.080056,-115.15225,1.29,17.37,2.66,12.84,1.73,3.62,14.46,13.99,0.6901,0.7771,0.7477
358,MC CARRAN INTL,LAS,817.0,182.0,918.0,239.0,36.080056,-115.15225,1.47,15.13,2.34,10.84,2.1,3.5,12.47,13.93,0.7286,0.8051,0.7802
359,MC CARRAN INTL,LAS,1088.0,160.0,1143.0,281.0,36.080056,-115.15225,1.57,15.27,2.56,11.14,1.59,3.79,12.37,14.26,0.7176,0.7955,0.775
360,MC CARRAN INTL,LAS,964.0,174.0,1016.0,303.0,36.080056,-115.15225,1.61,15.26,2.24,10.79,1.57,3.87,12.32,14.14,0.7168,0.8008,0.7742
361,MC CARRAN INTL,LAS,924.0,146.0,991.0,272.0,36.080056,-115.15225,1.76,14.28,2.71,10.42,1.53,3.94,11.31,14.47,0.7356,0.8069,0.7923
362,MC CARRAN INTL,LAS,1805.0,400.0,2057.0,339.0,36.080056,-115.15225,2.24,18.58,3.63,13.92,1.7,5.65,13.95,16.28,0.6664,0.7586,0.762
363,MC CARRAN INTL,LAS,1677.0,181.0,1842.0,424.0,36.080056,-115.15225,2.29,19.42,3.4,13.79,2.01,6.56,13.81,16.9,0.6177,0.7494,0.7447
364,MC CARRAN INTL,LAS,1460.0,245.0,1609.0,377.0,36.080056,-115.15225,2.16,18.81,3.66,13.76,1.8,6.0,13.78,16.45,0.6255,0.7433,0.737
365,MC CARRAN INTL,LAS,1271.0,173.0,1400.0,300.0,36.080056,-115.15225,2.19,17.3,3.09,12.99,1.77,4.69,13.41,15.39,0.6581,0.7621,0.741
366,MC CARRAN INTL,LAS,1347.0,195.0,1484.0,289.0,36.080056,-115.15225,2.38,17.67,3.29,13.28,1.51,5.89,12.72,16.2,0.6589,0.7631,0.7609
367,NASHVILLE INTL,BNA,1222.0,60.0,1266.0,152.0,36.124472,-86.678194,1.85,17.31,3.01,15.4,1.21,2.71,15.44,12.15,0.7064,0.7364,0.7404
368,NASHVILLE INTL,BNA,775.0,71.0,870.0,157.0,36.124472,-86.678194,1.61,15.84,2.76,13.85,1.19,2.96,13.91,12.07,0.7292,0.7599,0.7639
369,NASHVILLE INTL,BNA,527.0,89.0,579.0,100.0,36.124472,-86.678194,1.68,12.32,2.13,11.09,0.97,2.24,11.02,11.28,0.791,0.805,0.8155
370,NASHVILLE INTL,BNA,772.0,79.0,795.0,140.0,36.124472,-86.678194,1.94,14.06,2.48,12.22,0.86,2.43,12.51,11.51,0.7602,0.7869,0.7883
371,NASHVILLE INTL,BNA,830.0,98.0,886.0,137.0,36.124472,-86.678194,2.3,14.54,2.52,11.87,1.09,2.64,12.74,11.8,0.736,0.783,0.7733
372,NASHVILLE INTL,BNA,496.0,78.0,573.0,132.0,36.124472,-86.678194,2.61,13.35,2.72,12.04,1.03,2.18,12.05,11.37,0.7722,0.7871,0.7961
373,NASHVILLE INTL,BNA,743.0,58.0,791.0,169.0,36.124472,-86.678194,2.88,15.57,2.95,14.53,1.1,2.56,13.75,11.66,0.7424,0.7518,0.7713
374,NASHVILLE INTL,BNA,931.0,82.0,973.0,163.0,36.124472,-86.678194,3.26,16.08,3.11,15.83,1.31,2.37,14.56,11.51,0.7282,0.7265,0.7513
375,NASHVILLE INTL,BNA,712.0,87.0,739.0,187.0,36.124472,-86.678194,3.35,15.21,2.82,14.26,1.0,2.74,13.18,11.6,0.7339,0.7472,0.7649
376,NASHVILLE INTL,BNA,642.0,84.0,706.0,138.0,36.124472,-86.678194,3.48,13.43,2.57,12.79,0.89,2.51,11.61,10.9,0.7614,0.7655,0.7837
377,NASHVILLE INTL,BNA,723.0,49.0,752.0,163.0,36.124472,-86.678194,3.52,13.34,2.83,12.8,0.75,2.5,11.37,10.63,0.7597,0.7638,0.7849
378,NORMAN Y. MINETA SAN JOSE INTL,SJC,391.0,34.0,428.0,70.0,37.362667,-121.929111,1.8,13.93,2.46,13.09,0.7,2.14,12.67,11.06,0.737,0.7487,0.7589
379,NORMAN Y. MINETA SAN JOSE INTL,SJC,403.0,25.0,432.0,60.0,37.362667,-121.929111,1.33,12.29,2.02,11.31,0.71,2.28,10.85,11.01,0.763,0.7797,0.7862
380,NORMAN Y. MINETA SAN JOSE INTL,SJC,361.0,33.0,398.0,49.0,37.362667,-121.929111,1.39,9.92,1.8,8.87,0.78,2.1,8.66,10.48,0.8131,0.8277,0.8317
381,NORMAN Y. MINETA SAN JOSE INTL,SJC,450.0,71.0,489.0,60.0,37.362667,-121.929111,1.36,10.99,2.05,10.37,0.68,1.83,9.9,10.2,0.7917,0.7975,0.8084
382,NORMAN Y. MINETA SAN JOSE INTL,SJC,351.0,43.0,380.0,72.0,37.362667,-121.929111,1.65,11.07,2.13,10.69,0.73,1.59,10.32,10.18,0.7859,0.7883,0.7955
383,NORMAN Y. MINETA SAN JOSE INTL,SJC,517.0,30.0,535.0,62.0,37.362667,-121.929111,1.61,9.1,1.9,9.18,0.92,1.74,8.21,10.55,0.8324,0.8189,0.8437
384,NORMAN Y. MINETA SAN JOSE INTL,SJC,759.0,87.0,806.0,111.0,37.362667,-121.929111,1.97,11.27,2.52,11.44,0.92,2.15,9.98,11.11,0.7987,0.7831,0.816
385,NORMAN Y. MINETA SAN JOSE INTL,SJC,678.0,57.0,737.0,108.0,37.362667,-121.929111,2.25,11.75,2.63,12.24,0.81,2.31,10.42,11.5,0.7761,0.7649,0.7988
386,NORMAN Y. MINETA SAN JOSE INTL,SJC,669.0,103.0,753.0,94.0,37.362667,-121.929111,2.47,12.65,2.94,12.25,0.99,3.06,10.55,11.92,0.7599,0.7588,0.7908
387,NORMAN Y. MINETA SAN JOSE INTL,SJC,691.0,43.0,764.0,87.0,37.362667,-121.929111,2.68,11.43,2.67,11.87,1.08,2.19,9.97,11.08,0.7849,0.7688,0.8011
388,NORMAN Y. MINETA SAN JOSE INTL,SJC,797.0,83.0,849.0,83.0,37.362667,-121.929111,2.64,11.97,2.58,11.3,0.82,3.07,9.75,12.05,0.7764,0.783,0.8063
389,SAN FRANCISCO INTL,SFO,4493.0,375.0,4257.0,441.0,37.618972,-122.374889,3.2,20.69,3.71,19.65,2.17,5.59,16.16,17.84,0.6458,0.6993,0.736
390,SAN FRANCISCO INTL,SFO,3503.0,476.0,3318.0,431.0,37.618972,-122.374889,2.99,18.08,3.27,18.44,2.23,4.13,15.05,16.43,0.7034,0.727,0.7623
391,SAN FRANCISCO INTL,SFO,4232.0,338.0,4014.0,383.0,37.618972,-122.374889,3.24,21.86,3.69,21.01,3.07,5.32,17.53,17.48,0.6413,0.6978,0.7294
392,SAN FRANCISCO INTL,SFO,3019.0,321.0,2859.0,324.0,37.618972,-122.374889,3.66,18.24,3.84,18.37,2.15,4.4,14.81,16.43,0.6995,0.7165,0.7655
393,SAN FRANCISCO INTL,SFO,2934.0,352.0,2702.0,365.0,37.618972,-122.374889,3.65,18.88,3.89,19.17,1.73,3.73,16.22,16.0,0.7063,0.7176,0.7549
394,SAN FRANCISCO INTL,SFO,1860.0,194.0,1631.0,302.0,37.618972,-122.374889,3.66,16.32,3.92,16.75,1.53,3.87,13.52,16.51,0.7347,0.7412,0.7844
395,SAN FRANCISCO INTL,SFO,2984.0,243.0,2790.0,342.0,37.618972,-122.374889,3.59,19.52,4.72,19.46,1.77,4.51,16.12,17.2,0.691,0.7007,0.7532
396,SAN FRANCISCO INTL,SFO,2753.0,162.0,2550.0,332.0,37.618972,-122.374889,3.42,19.36,4.8,18.14,1.6,5.25,15.32,17.32,0.6652,0.6959,0.7459
397,SAN FRANCISCO INTL,SFO,2530.0,129.0,2361.0,238.0,37.618972,-122.374889,3.08,17.91,4.8,17.17,1.38,4.39,14.69,16.1,0.6851,0.7019,0.7467
398,SAN FRANCISCO INTL,SFO,1865.0,138.0,1644.0,274.0,37.618972,-122.374889,2.91,15.17,4.06,15.25,1.32,4.15,12.21,15.72,0.7376,0.7438,0.7958
399,SAN FRANCISCO INTL,SFO,1987.0,139.0,1768.0,250.0,37.618972,-122.374889,2.77,12.84,3.93,13.28,1.15,4.41,9.82,15.8,0.767,0.7627,0.8245
400,METROPOLITAN OAKLAND INTL,OAK,606.0,16.0,583.0,53.0,37.721306,-122.220722,1.98,16.97,2.44,14.93,1.37,2.22,15.03,10.0,0.6633,0.7139,0.7003
401,METROPOLITAN OAKLAND INTL,OAK,488.0,45.0,472.0,60.0,37.721306,-122.220722,1.5,13.79,1.58,11.86,0.69,1.94,12.28,9.52,0.7321,0.7742,0.7596
402,METROPOLITAN OAKLAND INTL,OAK,456.0,21.0,454.0,63.0,37.721306,-122.220722,1.98,12.92,1.91,10.12,1.18,2.85,10.62,10.37,0.7478,0.8041,0.7932
403,METROPOLITAN OAKLAND INTL,OAK,621.0,27.0,603.0,61.0,37.721306,-122.220722,1.89,12.39,1.76,10.61,0.73,1.82,11.11,9.2,0.7576,0.7906,0.7792
404,METROPOLITAN OAKLAND INTL,OAK,549.0,35.0,523.0,69.0,37.721306,-122.220722,2.17,12.03,1.9,10.5,0.69,1.61,11.06,9.16,0.7617,0.7899,0.7772
405,METROPOLITAN OAKLAND INTL,OAK,588.0,37.0,599.0,55.0,37.721306,-122.220722,2.07,10.16,1.58,8.55,0.72,1.45,9.29,9.27,0.8067,0.8246,0.8181
406,METROPOLITAN OAKLAND INTL,OAK,979.0,73.0,964.0,111.0,37.721306,-122.220722,2.55,11.63,2.36,11.24,0.89,1.97,10.36,10.22,0.7798,0.785,0.8011
407,METROPOLITAN OAKLAND INTL,OAK,962.0,61.0,962.0,105.0,37.721306,-122.220722,3.41,12.55,2.83,11.36,1.58,2.64,10.58,11.14,0.7525,0.7822,0.7917
408,METROPOLITAN OAKLAND INTL,OAK,952.0,148.0,918.0,115.0,37.721306,-122.220722,3.58,12.36,3.08,11.41,1.17,2.5,10.69,11.0,0.7546,0.7723,0.7824
409,METROPOLITAN OAKLAND INTL,OAK,634.0,74.0,610.0,119.0,37.721306,-122.220722,3.91,12.35,2.79,11.19,1.03,2.69,10.44,10.86,0.7551,0.7752,0.781
410,METROPOLITAN OAKLAND INTL,OAK,655.0,69.0,689.0,112.0,37.721306,-122.220722,3.78,12.21,2.62,10.76,0.91,2.48,10.21,10.58,0.769,0.7908,0.7932
411,LOUISVILLE INTL-STANDIFORD FIELD,SDF,383.0,15.0,434.0,54.0,38.174086,-85.736499,2.28,16.43,3.62,14.26,0.71,1.71,14.8,12.39,0.6778,0.727,0.715
412,LOUISVILLE INTL-STANDIFORD FIELD,SDF,213.0,26.0,262.0,51.0,38.174086,-85.736499,2.45,16.02,3.53,14.23,0.75,2.05,14.24,12.54,0.6863,0.7131,0.7236
413,LOUISVILLE INTL-STANDIFORD FIELD,SDF,140.0,21.0,164.0,34.0,38.174086,-85.736499,2.75,15.04,3.45,13.24,0.73,1.48,14.1,11.95,0.6973,0.7286,0.7131
414,LOUISVILLE INTL-STANDIFORD FIELD,SDF,241.0,39.0,259.0,35.0,38.174086,-85.736499,3.22,15.48,3.98,13.58,0.6,1.58,14.57,11.91,0.6952,0.7288,0.7105
415,LOUISVILLE INTL-STANDIFORD FIELD,SDF,288.0,22.0,326.0,46.0,38.174086,-85.736499,3.23,16.54,3.98,13.52,0.88,2.49,14.7,12.62,0.6739,0.729,0.7105
416,LOUISVILLE INTL-STANDIFORD FIELD,SDF,238.0,36.0,276.0,42.0,38.174086,-85.736499,2.99,16.18,4.18,12.52,0.93,2.59,14.04,12.57,0.6821,0.7467,0.7311
417,LOUISVILLE INTL-STANDIFORD FIELD,SDF,360.0,31.0,405.0,60.0,38.174086,-85.736499,3.51,17.72,5.13,14.97,1.29,3.03,15.22,12.7,0.645,0.7157,0.7034
418,LOUISVILLE INTL-STANDIFORD FIELD,SDF,399.0,12.0,440.0,46.0,38.174086,-85.736499,3.4,17.54,4.63,14.6,1.17,3.34,14.87,12.91,0.6413,0.7182,0.7061
419,LOUISVILLE INTL-STANDIFORD FIELD,SDF,189.0,32.0,226.0,52.0,38.174086,-85.736499,3.52,20.27,5.65,15.97,1.67,3.95,17.06,13.09,0.5702,0.6786,0.6283
420,LOUISVILLE INTL-STANDIFORD FIELD,SDF,314.0,19.0,342.0,51.0,38.174086,-85.736499,3.17,18.97,4.82,14.63,1.49,3.39,16.32,11.85,0.5939,0.7037,0.6405
421,LOUISVILLE INTL-STANDIFORD FIELD,SDF,359.0,44.0,421.0,43.0,38.174086,-85.736499,3.14,16.62,4.52,13.33,1.09,3.13,14.27,11.73,0.6431,0.7361,0.6908
422,SACRAMENTO INTL,SMF,536.0,27.0,579.0,78.0,38.695444,-121.590778,2.0,13.09,2.1,12.57,0.85,2.04,11.91,10.75,0.7661,0.7659,0.7861
423,SACRAMENTO INTL,SMF,390.0,26.0,437.0,75.0,38.695444,-121.590778,1.87,11.29,1.64,10.47,0.74,2.13,9.88,10.58,0.7999,0.8035,0.8242
424,SACRAMENTO INTL,SMF,440.0,35.0,465.0,74.0,38.695444,-121.590778,1.71,10.4,1.69,9.28,1.01,2.2,8.97,10.43,0.8285,0.8311,0.8505
425,SACRAMENTO INTL,SMF,506.0,59.0,538.0,74.0,38.695444,-121.590778,1.86,11.36,2.01,10.41,0.83,2.19,9.82,10.32,0.7981,0.8055,0.8265
426,SACRAMENTO INTL,SMF,451.0,34.0,493.0,95.0,38.695444,-121.590778,1.93,10.86,1.98,11.1,0.66,1.48,9.97,9.64,0.8073,0.7886,0.8209
427,SACRAMENTO INTL,SMF,324.0,24.0,344.0,58.0,38.695444,-121.590778,1.88,9.75,1.75,9.87,0.65,1.57,9.02,9.85,0.8281,0.8066,0.8401
428,SACRAMENTO INTL,SMF,457.0,63.0,507.0,112.0,38.695444,-121.590778,2.13,12.29,2.49,12.13,0.73,1.93,11.12,10.46,0.7884,0.7706,0.8067
429,SACRAMENTO INTL,SMF,494.0,53.0,551.0,100.0,38.695444,-121.590778,2.54,12.95,2.59,12.17,1.12,2.64,11.01,10.86,0.769,0.7724,0.8025
430,LAMBERT-ST LOUIS INTL,STL,920.0,105.0,1014.0,135.0,38.748697,-90.370029,1.78,16.62,2.75,14.64,0.99,2.1,15.01,10.74,0.715,0.7506,0.743
